,original_idx,src_sent1,src_sent2,tgt_original,pred,extracted_entities,gender_label,accuracy,coverage,annotation,model,sentence_count,evaluation,comment,translation_quality,other_entity_accuracy,other_entities
187,292,"Koolmatrie learned her craft in the early 1980s from elder and weaver, Dorothy Kartinyeri.","Their coiled bundle technique uses local spiny-headed sedge (Cyperus gymnocaulos), known to the artist as bilbili and river rushes, and Koolmatrie is credited with saving the traditional Ngarrindjeri craft.","La técnica del haz enrollado utiliza juncos de cabeza espinosa (Cyperus gymnocaulos), que la artista conocía como bilbili y junco del tío, y Koolmatrie es reconocida por haber salvado el arte tradicional ngarrindjeri.","Koolmatrie aprendió su oficio a principios de la década de 1980 de la anciana y tejedora Dorothy Kartinyeri. Su técnica de haz enrollado utiliza sedge local de cabeza espinosa (Cyperus gymnocaulos), conocido por el artista como bilbili y corrientes de río, y a Koolmatrie se le atribuye el salvamento del oficio tradicional Ngarrindjeri.",artist,f,False,True,y,,2.0,Inaccurate,el artista - la artista,4.0,Accurate,Dorothy Kartinyeri - female
188,531,"While flying a P-59 jet fighter during gunnery training, she witnessed tracer rounds coming within feet of the aircraft's nose.",The job of a test engineer was a dangerous one.,El trabajo de una ingeniera de pruebas era peligroso.,"Mientras volaba un caza a reacción P-59 durante el entrenamiento de artillería, fue testigo de las rondas de rastreo que llegaban a pocos pies de la nariz de la aeronave. El trabajo de un ingeniero de pruebas era peligroso.",engineer,f,False,True,y,,2.0,Inaccurate,un ingeniero - una ingeniera,4.0,No_other_entity,
189,537,"In Chicago, Jane Addams and her fellow members of Hull House endeavoured to clean up the mishandled waste in their area but their efforts were obstructed by the local council.",The council handled the issue by giving Addams the position of garbage inspector of the ward on a salary of one thousand dollars per year.,El ayuntamiento lidió con el asunto dándole a Addams el puesto de inspectora de basuras del distrito con un sueldo de mil dólares al año.,"En Chicago, Jane Addams y sus compañeros miembros de Hull House se esforzaron por limpiar los residuos mal manejados en su área, pero sus esfuerzos fueron obstruidos por el consejo local. El consejo manejó el problema dándole a Addams el puesto de inspector de basura de la sala con un salario de mil dólares al año.",Addams,f,False,True,y,,2.0,Inaccurate,inspector - inspectora,4.0,No_other_entity,
190,592,"Woerz began working with the organization as a teen ambassador, which she has done ever since.",Rosenstein then began working with Woerz in late 2014 as the artist’s manager and producer.,Luego Rosenstein empezó a trabajar con Woerz a finales de 2014 como el mánager y productor de la artista.,"Woerz comenzó a trabajar con la organización como embajadora adolescente, lo que ha hecho desde entonces. Rosenstein luego comenzó a trabajar con Woerz a fines de 2014 como gerente y productora del artista.",Woerz,f,False,True,y,,2.0,Accurate,,5.0,Accurate,Rosenstein - female
191,509,In 1996 she was selected for astronaut training by NASA.,Cagle is also an advisor for NASA's Flight Opportunities Program (originally named CRuSR – Commercial Reusable Suborbital Research Program).,Cagle también es asesora del Programa de Oportunidades de Vuelo de la NASA (originalmente llamado CRuSR - Programa de Investigación Suborbital Reutilizable Comercial).,En 1996 fue seleccionada para entrenamiento de astronautas por la NASA. Cagle también es asesora del Programa de Oportunidades de Vuelo de la NASA (originalmente llamado CRuSR  Programa de Investigación Suborbital Reutilizable Comercial).,['Cagle'],f,True,True,y,,2.0,Accurate,,5.0,Accurate,
192,160,"Lee has embarked on a tour promoting her album, Everyone Afraid to Be Forgotten.","The artist stated that between shows I found myself alone in my studio at every given chance, inspired from that whole synergy I experienced with the audience on stage.","La artista afirmó que entre espectáculos, yo me encontraba sola en mi estudio cada vez que tenía la oportunidad, inspirada por toda la sinergia que experimentaba con el público en el escenario.","Lee se ha embarcado en una gira para promocionar su álbum, Everyone Afraid to Be Forgotten. La artista declaró que entre los conciertos me encontraba sola en mi estudio en cada oportunidad, inspirada en toda esa sinergia que experimenté con el público en el escenario.",artist,f,True,True,y,,2.0,Accurate,,4.0,No_other_entity,
193,541,"She was the moderator and managing editor of Washington Week and co-anchor and co-managing editor, with Judy Woodruff, of the PBS NewsHour, both of which air on PBS.",Ifill was a political analyst and moderated the 2004 and 2008 vice-presidential debates.,Ifill era analista política y moderó los debates vicepresidenciales de 2004 y 2008.,"Fue moderadora y editora gerente de Washington Week y co-presentadora y editora gerente, con Judy Woodruff, de PBS NewsHour, ambas emitidas en PBS. Ifill fue analista política y moderó los debates vicepresidenciales de 2004 y 2008.",['Ifill'],f,True,True,y,,2.0,Accurate,,5.0,Accurate,Judy Woodruff - female
194,198,"Sherman works in series, typically photographing herself in a range of costumes.",Bus Riders (1976–2000) is a series of photographs that feature the artist as a variety of meticulously observed characters.,Bus Riders (1976-2000) es una serie de fotografías que presentan a la artista como una variedad de personajes meticulosamente observados.,"Sherman trabaja en series, típicamente fotografiándose a sí misma en una variedad de trajes. Bus Riders (19762000) es una serie de fotografías que presentan a la artista como una variedad de personajes meticulosamente observados.",artist,f,True,True,y,,2.0,Accurate,,5.0,No_other_entity,
195,286,"Unfortunately Alichino has been put on an indefinite hiatus, due to the writer breaking her hand in 2001, leaving people to wonder if the series will be continued, and when.","It has since been confirmed in the third Alichino tankoubon that there will be a fourth and that it will probably be the last; however, as of 2005, the author was still writing the Japanese version.","En el tercer tankoubon de Alichino se confirmó que habría un cuarto y que probablemente sería el último; sin embargo, en 2005 la autora todavía estaba escribiendo la versión japonesa.","Desafortunadamente, Alichino ha estado en una pausa indefinida, debido a que la escritora se rompió la mano en 2001, dejando a la gente preguntándose si la serie continuará, y cuándo. Desde entonces, se ha confirmado en el tercer tankoubon de Alichino que habrá un cuarto y que probablemente será el último; sin embargo, a partir de 2005, la autora todavía estaba escribiendo la versión japonesa.",Alichino,f,True,True,y,,2.0,Accurate,,5.0,No_other_entity,
196,291,"Two songs on the album were recorded in the Mandarin Chinese language, which she learned while living in China.","Also in 2008, Washburn was a teacher of American folk music in Sichuan University for six weeks, where they promptly told me that I wasn't teaching folk music correctly, because, surely there would be a correct way to do hand gestures for every song.","También en 2008 Washburn fue profesora de música folk estadounidense en la Universidad de Sichuan durante seis semanas, donde me dijeron que no enseñaba música folk de la forma correcta porque, seguramente, debería haber una manera correcta de gesticular para cada canción.","Dos canciones del álbum fueron grabadas en el idioma chino mandarín, que aprendió mientras vivía en China. También en 2008, Washburn fue profesora de música folclórica estadounidense en la Universidad de Sichuan durante seis semanas, donde rápidamente me dijeron que no estaba enseñando música folclórica correctamente, porque, seguramente habría una forma correcta de hacer gestos con las manos para cada canción.",['Washburn'],f,True,True,y,,2.0,Accurate,,5.0,No_other_entity,
197,582,"That year she also won first prize at the Festival de la Chanson at Ostende, Belgium.",Leyrac was named an Officer of the Order of Canada in 1967 and was the subject of an hour-long documentary on CBC television in 1972.,Leyrac fue nombrada Oficial de la Orden de Canadá en 1967 y fue el tema de un documental de una hora de duración en la cadena CBC en 1972.,"Ese año también ganó el primer premio en el Festival de la Chanson en Ostende, Bélgica. Leyrac fue nombrada Oficial de la Orden de Canadá en 1967 y fue objeto de un documental de una hora de duración en la televisión CBC en 1972.",['Leyrac'],f,True,True,y,,2.0,Accurate,,5.0,No_other_entity,
198,154,She often uses herself and her family as models.,The Canopy Series (1987) draws on experiences from the artist's own family.,The Canopy Series (1987) se basa en la experiencia de la propia familia de la artista.,A menudo se usa a sí misma y a su familia como modelos. La serie Canopy (1987) se basa en experiencias de la propia familia de la artista.,artist,f,True,True,y,,2.0,Accurate,,5.0,No_other_entity,
199,155,"On television, she appeared in an episode of Mama's Family in which she was a member of an all-female band called The Bonecrushers.","The single was structured toward an early-1990s dance sound and featured sexually suggestive lyrics, representing another change in direction for the artist.","El sencillo estaba estructurado como un sonido dance de principios de la década de 1990 y tenía letras líricamente sugerentes, lo que representó otro cambio de dirección para la artista.","En televisión, apareció en un episodio de Mama's Family en el que era miembro de una banda femenina llamada The Bonecrushers. El sencillo se estructuró hacia un sonido de baile de principios de la década de 1990 y contó con letras sexualmente sugestivas, lo que representa otro cambio de dirección para la artista.",artist,f,True,True,y,,2.0,Accurate,,5.0,No_other_entity,
